,# Playlist created by Chang Hung-kuang
RT Documentary,https://rt-rtd.rttv.com/live/rtdoc/playlist.m3u8
BBC One (UK),https://uksono1-samsunguk.amagi.tv/playlist540p.m3u8
BBC NEWS24(UK),http://1292072398.rsc.cdn77.org/nBbuZ6Afbig5-u5-q-WDbg==,1678461874/1292072398/tracks-v1a1/mono.m3u8
MSNBC,https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master_11.m3u8
Best Movies HD (USA),https://bcovlive-a.akamaihd.net/b3ed62003de946c896f4f541b908376e/us-east-1/6240731308001/playlist.m3u8
Известия (720p) （俄罗斯）,https://hls-igi.cdnvideo.ru/igi/igi_sq/playlist.m3u8
俄罗斯中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
Yahoo Finance,https://yahoofinance-localnow.amagi.tv/playlist.m3u8
NHK WORLD Premium,http://nhkwlive-pre-in.webcdn.stream.ne.jp/hls/live/nhkwlive-pre/index_1M.m3u8
Metro Globe Network,https://edge.medcom.id/live-edge/smil:mgnch.smil/playlist.m3u8
Travel XP,https://travelxp-travelxp-1-eu.rakuten.wurl.tv/3000.m3u8
TravelChannel,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/1070/index.m3u8
CNN,https://rakuten-cnninternational-1-de.lg.wurl.tv/playlist.m3u8
People TV,https://lnc-people-tv.tubi.video/playlist1080p.m3u8
NASA TV Media,https://ntv2.akamaized.net/hls/live/2013923/NASA-NTV2-HLS/master_2000.m3u8
NASA TV Public,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8
toffee | TLC HD,https://iptv.caperhd.live//caperhd/m3u8?shuvro=tlc_hd
Metro TV,http://edge.metrotvnews.com:1935/live-edge/smil:metro.smil/chunklist_w2006790992_b1492000_sleng.m3u8
BBC earth,http://he11o.akadatel.com/iptv/6KPA5QMR4XYRDA/7032/index.m3u8
ABC News USA Live HD,https://abclive2-lh.akamaihd.net/i/abc_live11@423404/index_4000_av-p.m3u8?sd=10&rebase=on
LoveNature4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
FRANCE 24 (EN),https://d4de59d01af447a498cb0565ad005588.mediatailor.us-east-1.amazonaws.com/v1/master/82ded7a88773aef3d6dd1fedce15ba2d57eb6bca/viewmedia-7/live_091/HD/playlist.m3u8
France 24 ENG,http://n1.klowdtv.net/live2/france24_720p/chunks.m3u8
TRT WORLD,https://tv-trtworld.live.trt.com.tr/master.m3u8
Sky News,https://siloh.pluto.tv/lilo/production/SkyNews/master_1.m3u8
FOX News NOW,https://fox-foxnewsnow-samsungus.amagi.tv/playlist.m3u8
NBC News,https://nbcnews2.akamaized.net/hls/live/723426/NBCNewsPlaymaker24x7Linear99a3a827-ua/VIDEO_0_6596000.m3u8
Travel+Adventure,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/850/index.m3u8
Sky News,https://skynewsau-live.akamaized.net/hls/live/2002689/skynewsau-extra1/master.m3u8
CNN International,https://cnn-cnninternational-1-gb.samsung.wurl.com/manifest/playlist.m3u8
Travel+Adventure,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/9019/index.m3u8
MTV音乐频道,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS02/master_2400.m3u8
VOA Global English,https://voa-ingest.akamaized.net/hls/live/2035200/161_352R/playlist.m3u8
TLC HD,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01448-samsungin-tlchdin-samsungin/playlist.m3u8?ads.did=%7BPSID%7D&ads.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.coppa=0
BBC Travel,https://ab96b349d4d14d80a1f8530a0bce4488.mediatailor.us-east-1.amazonaws.com/v1/master/04fd913bb278d8775298c26fdca9d9841f37601f/Samsung-de_BBCTravel/playlist.m3u8?ads.wurl_channel=985&ads.wurl_name=BBCTravel&ads.coppa=0&ads.psid=%7BPSID%7D&ads.targetopt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.consent=%7BTC_STRING%7D
Wild EARTH,https://wildearth-roku.amagi.tv/masterR720P.m3u8
Nat Geo Wildᴴᴰ,http://185.59.223.102:8080/natgeowild/index.m3u8
Arise News,https://liveedge-arisenews.visioncdn.com/live-hls/arisenews/arisenews/arisenews_web/master.m3u8
VOA (English),https://voa-ingest.akamaized.net/hls/live/2033874/tvmc06/VOA-TVMC06_1080/chunklist.m3u8
InWonder TV | Austrália,https://inwonder-samsung-uk.amagi.tv/playlist720.m3u8
TN - Truyền hình Thái Nguyên HD,https://streaming.thainguyentv.vn/hls/livestream.m3u8
Hải Phòng,https://live.thhp.vn/thp/index.m3u8
Hải Phòng +,https://live.thhp.vn/hls/thpplus/index.m3u8?1
VTV5 Tây Nguyên,https://nvzoftzsvflivcf.vcdn.com.vn/vtv5tn/vtv5tn@high.m3u8
HBTV,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8
Quốc Hội (720p),http://113.164.225.140:1935/live/quochoitvlive.stream_720p/playlist.m3u8
越南MV,http://vcdn1.vtc.gov.vn:1935/m_4k/smil:4k.smil/playlist.m3u8
CNN,https://ancom.ga/fpt/cnn/bitrate_5000.m3u8
toffee | Discovery Asia,https://iptv.caperhd.live//caperhd/m3u8?shuvro=discovery_asia
Asian Food Network,http://livecdn.fptplay.net/hda1/afchd_vhls.smil/chunklist_b5000000.m3u8
HGTV,https://code.vthanhtivi.pw/getlink/tv360/99/2.m3u8
toffee | Sony BBC Earth HD,https://iptv.caperhd.live//caperhd/m3u8?shuvro=sony_bbc_earth_hd
BBC Lifestyle,https://ancom.ga/fpt/bbc-lifestyle/bitrate_5000.m3u8
越南 | Da Nang TV1 (1080p) [Not 24/7],http://drtdnglive.e49a7c38.cdnviet.com/livedrt1/chunklist.m3u8
越南 | Da Nang TV2 (1080p) [Not 24/7],http://drtdnglive.e49a7c38.cdnviet.com/livestream/chunklist.m3u8
Press TV,https://live1.presstv.ir/live/presstv.m3u8
★★★★★網絡廣播 🇨🇳️★★★★★,https://upload.wikimedia.org/wikipedia/commons/0/08/National_Flag_Anthem_of_the_Republic_of_China%E4%B8%AD%E8%8F%AF%E6%B0%91%E5%9C%8B%E5%9C%8B%E6%97%97%E6%AD%8C_%28%E6%BC%94%E5%A5%8F%E7%89%88%29.oga
China Plus Radio,http://cnlive.cnr.cn/hls/yyzxgb.m3u8
怀旧金曲频道廣播,http://cnlive.cnr.cn/hls/hjyyzs.m3u8
新疆怀旧金曲廣播 FM105.3,http://ls.qingting.fm/live/78067.m3u8
CNR音乐之声,http://sk.cri.cn/887.m3u8
英语漫听廣播,http://sk.cri.cn/am1008.m3u8
CNR轻松调频廣播,http://sk.cri.cn/915.m3u8
国际流行音乐廣播,http://satellitepull.cnr.cn/live/wxgjlxyy/playlist.m3u8
经典音乐廣播 101.8,http://ngcdn004.cnr.cn/live/dszs/index.m3u8
北京外语廣播,http://audiolive.rbc.cn:1935/live/am774/96K/tzwj_video.m3u8
北京音乐廣播,http://ls.qingting.fm/live/332.m3u8
江苏经典流行音乐廣播,http://lzlive.vojs.cn/2wtSfrS/92/live.m3u8
杭州动听968音乐调频,http://lhttp.qingting.fm/live/4866/64k.mp3
AsiaFM亚洲经典台,https://lhttp.qingting.fm/live/5021912/64k.mp3
宁波新闻综合广播,http://ihzlh.linker.cc/ihzlh/zjnb_ts04_920.m3u8
宁波音乐广播,http://ihzlh.linker.cc/ihzlh/zjnb_ts02_986.m3u8
寧波动感105 FM105.2,http://ls.qingting.fm/live/3047946.m3u8
寧波交通广播 FM93.9,http://ls.qingting.fm/live/1140.m3u8
华语金曲500首,http://ls.qingting.fm/live/3412131.m3u8
老歌音乐台,http://live.xmcdn.com:80/live/2628/64.m3u8
經典FM,http://stream3.hndt.com/now/C5NvUpwy/playlist.m3u8
天籟之音 Hi-Fi Radio,http://play-radio-stream3.hndt.com/now/JxkyN5mR/playlist.m3u8
天籁之音-经典正流行,http://play-radio-stream3.hndt.com/now/WUBA5hW2/playlist.m3u8
★★★★★XXX 🔞️★★★★★,https://upload.wikimedia.org/wikipedia/commons/0/08/National_Flag_Anthem_of_the_Republic_of_China%E4%B8%AD%E8%8F%AF%E6%B0%91%E5%9C%8B%E5%9C%8B%E6%97%97%E6%AD%8C_%28%E6%BC%94%E5%A5%8F%E7%89%88%29.oga
Brazzers HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6182/index.m3u8
Brazzers TV Europe,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/910/index.m3u8
Brazzers eXXtra,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6181/index.m3u8
Hustler HD orig,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/9065/index.m3u8
Hustler HD Europe,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/244/index.m3u8
Blue Hustler,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/1064/index.m3u8
Penthouse Passion HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/1073/index.m3u8
Penthouse Gold HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/5011/index.m3u8
Penthouse Quickies HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/5013/index.m3u8
DDF Network,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6194/index.m3u8
DDF Busty,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6193/index.m3u8
Naughty America,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6237/index.m3u8
Русская Ночь,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/147/index.m3u8
Нюарт TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/2057/index.m3u8
Шалун,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/922/index.m3u8
Playboy,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/527/index.m3u8
Sexto Senso,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/875/index.m3u8
Penthouse Quickies 1300k,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/5012/index.m3u8
Candy,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/923/index.m3u8
FrenchLover,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/2160/index.m3u8
Redlight HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/242/index.m3u8
Vivid Red HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/2162/index.m3u8
Eroxxx HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/5015/index.m3u8
XXL,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/5009/index.m3u8
Passion XXX,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/878/index.m3u8
O-la-la,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/2161/index.m3u8
Extasy 4K,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/5014/index.m3u8
Private TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/243/index.m3u8
Barely legal,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/871/index.m3u8
Exxxotica HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/2397/index.m3u8
Dorcel TV HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/245/index.m3u8
Adult Time,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6166/index.m3u8
Anal Red TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6167/index.m3u8
Analized HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6168/index.m3u8
AST TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6169/index.m3u8
AST TV 2,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6170/index.m3u8
A3 Bikini,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6165/index.m3u8
Babes TV HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6172/index.m3u8
Bang Bros HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6173/index.m3u8
Bang!,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6174/index.m3u8
Big Ass Adult TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6175/index.m3u8
Big Dick Red TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6176/index.m3u8
Big Tits Adult TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6177/index.m3u8
Blacked HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6178/index.m3u8
Blonde Adult TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6179/index.m3u8
Blowjob Red TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6180/index.m3u8
Brunette Adult TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6183/index.m3u8
Cherry Pimps,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6185/index.m3u8
Club 17,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6186/index.m3u8
Русская ночь orig,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/9344/index.m3u8
Compilation Adult TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6187/index.m3u8
Cuckold Red TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6188/index.m3u8
Cum Louder,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6189/index.m3u8
Cum4k,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6190/index.m3u8
cento x cento,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6184/index.m3u8
Day with a Pornstar,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6192/index.m3u8
Digital Desire HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6195/index.m3u8
Digital Playground HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6196/index.m3u8
Dorcel Club,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6197/index.m3u8
Dusk,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6198/index.m3u8
Evil Angel HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6199/index.m3u8
Evolved Fights,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6200/index.m3u8
Extasy HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6201/index.m3u8
Fake Taxi HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6202/index.m3u8
Fap TV 2,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6203/index.m3u8
Fap TV 3,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6204/index.m3u8
Fap TV Anal,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6206/index.m3u8
Fap TV BBW,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6207/index.m3u8
Fap TV Compilation,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6208/index.m3u8
Fap TV Lesbian,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6209/index.m3u8
Fap TV Parody,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6210/index.m3u8
Fap TV Teens,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6211/index.m3u8
FemJoy,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6212/index.m3u8
Fetish Red TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6213/index.m3u8
Gangbang Adult TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6214/index.m3u8
Gay Adult TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6215/index.m3u8
Got MYLF,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6216/index.m3u8
Hands on Hardcore,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6217/index.m3u8
Hard X,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6218/index.m3u8
Hardcore Red TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6219/index.m3u8
Hitzefrei HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6220/index.m3u8
Holed,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6221/index.m3u8
Hot and Mean,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6222/index.m3u8
Hot Guys Fuck,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6223/index.m3u8
Interracial Red TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6224/index.m3u8
Japan HDV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6225/index.m3u8
Latina Red TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6226/index.m3u8
Lesbea,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6227/index.m3u8
Lesbian Red TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6228/index.m3u8
Lethal Hardcore,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6229/index.m3u8
Little Asians HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6230/index.m3u8
Live Cams Adult TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6231/index.m3u8
Lust Cinema,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6232/index.m3u8
MetArt HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6233/index.m3u8
MILF Red TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6234/index.m3u8
Monsters of Cock,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6235/index.m3u8
MYLF TV HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6236/index.m3u8
Nubiles TV HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6238/index.m3u8
ox-ax HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6239/index.m3u8
Pink Erotic 3,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6240/index.m3u8
Pink Erotic 4,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6241/index.m3u8
Playboy Plus,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6242/index.m3u8
Pornstar Red TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6243/index.m3u8
POV Adult TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6244/index.m3u8
Private HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6245/index.m3u8
Public Agent,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6246/index.m3u8
Reality Kings HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6247/index.m3u8
RK Prime,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6248/index.m3u8
RK TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6249/index.m3u8
Rough Adult TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6250/index.m3u8
Russian Adult TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6251/index.m3u8
Sex With Muslims,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6252/index.m3u8
SexArt,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6253/index.m3u8
sext 6 senso,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6254/index.m3u8
SINematica,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6255/index.m3u8
Teen Red TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6256/index.m3u8
Threesome Red TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6257/index.m3u8
Tiny4K,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6258/index.m3u8
Trans Angels,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6259/index.m3u8
True Amateurs,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6260/index.m3u8
Tushy HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6261/index.m3u8
TushyRAW,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6262/index.m3u8
Visit-X TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6263/index.m3u8
Vivid TV Europe,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6264/index.m3u8
Vixen HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6265/index.m3u8
We Live Together,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6266/index.m3u8
White Boxxx,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6267/index.m3u8
Wicked,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6268/index.m3u8
Xpanded TV,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6269/index.m3u8
Balkan Erotic,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6270/index.m3u8
Bangerz,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6271/index.m3u8
Emanuelle HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6272/index.m3u8
Extreme,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6273/index.m3u8
Fast Boyz,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6274/index.m3u8
HOT,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6275/index.m3u8
HOT XXL HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6276/index.m3u8
Hot Pleasure,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6277/index.m3u8
Lesbian Affair,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6278/index.m3u8
Oldtimer,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6279/index.m3u8
Playboy LA,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6280/index.m3u8
Red XXX,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6281/index.m3u8
Sexy Hot,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6282/index.m3u8
Taboo,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6283/index.m3u8
Venus,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6284/index.m3u8
X-MO,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6285/index.m3u8
XY Max HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6286/index.m3u8
XY Mix HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6287/index.m3u8
XY Plus HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6288/index.m3u8
Erotic,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6289/index.m3u8
Erotic 2,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6290/index.m3u8
Erotic 3,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6291/index.m3u8
Erotic 4,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6292/index.m3u8
Erotic 6,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6293/index.m3u8
Erotic 7,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6294/index.m3u8
Erotic 8,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6295/index.m3u8
Erox HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6296/index.m3u8
MvH Hard,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6297/index.m3u8
SuperOne HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/6298/index.m3u8
Dorcel HD orig,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/9064/index.m3u8
Redlight HD orig,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/9066/index.m3u8
Passion XXX orig,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/9067/index.m3u8
O-La-La orig,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/9068/index.m3u8
XXL orig,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/9345/index.m3u8
EXXXOTICA HD orig,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/9346/index.m3u8
ОХ-АХ HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/11068/index.m3u8
KinoXXX,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/11052/index.m3u8
EXTASY HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/11051/index.m3u8
VF Cartoon 18+,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/11117/index.m3u8
Alba 1 HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/12105/index.m3u8
Alba 1,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/12106/index.m3u8
Alba 2 HD,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/12107/index.m3u8
Alba 2,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/12108/index.m3u8
Alba 3,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/12109/index.m3u8
Alba 4,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/12110/index.m3u8
Alba 5,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/12111/index.m3u8
PURE BABES,http://iyvhm8br.akciatv.ru/iptv/2XGFGMMXT97LQZ/12112/index.m3u8
